taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_name
774,774,GCF_009498695.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella bacilliformis,strain=KC584
777,777,GCF_001572745.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,strain=3262
777,777,GCF_002094935.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,strain=RSA 439
777,777,GCF_002109345.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,strain=RSA439
777,777,GCF_004006195.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,strain=2014-PE-15890
777,777,GCF_004087735.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,strain=nine mile phase II
777,777,GCF_005280755.1,Bacteria,,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,strain=RSA439
779,779,GCF_013460375.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,strain=Springbokfontein7
779,779,GCF_013460855.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,strain=Springbokfontein5
779,779,GCF_013461095.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,strain=Springbokfontein4
779,779,GCF_013461435.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,strain=Springbokfontein1
779,779,GCF_013461585.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,strain=Nonile
779,779,GCF_013462075.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium,strain=Grootvallei
782,782,GCF_001602215.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,strain=Naples-1
783,783,GCF_001950995.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,strain=Iowa
783,783,GCF_001951015.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rickettsii,strain=Iowa
784,784,GCF_008693345.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,strain=Wuj/2014
784,784,GCF_900327235.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,
784,784,GCF_900327255.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,
784,784,GCF_900327265.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,
784,784,GCF_900327275.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,
785,785,GCF_900536895.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia typhi,
803,803,GCF_009936175.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella quintana,strain=MF1-1
803,803,GCF_900475345.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella quintana,strain=NCTC12899
807,807,GCF_900638615.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella elizabethae,strain=NCTC12898
813,813,GCF_000590575.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=F/1-93
813,813,GCF_000590615.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=F/6-94
813,813,GCF_000590675.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=D/13-96
813,813,GCF_000590755.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=J/31-98
813,813,GCF_000971705.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=L2b/CS19/08
813,813,GCF_000971725.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=L2b/CS784/08
813,813,GCF_001183805.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=E/CS1025/11
813,813,GCF_001183825.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=F/CS847/08
813,813,GCF_001183845.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=Ia/CS190/96
813,813,GCF_001655335.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=E-103
813,813,GCF_001655375.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=E-160
813,813,GCF_001655415.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=E-547
813,813,GCF_001655455.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=E-8873
813,813,GCF_001655495.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=E-32931
813,813,GCF_001655535.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=E-DK-20
813,813,GCF_001655575.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=F-6068
813,813,GCF_001885175.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=QH111L
813,813,GCF_002088315.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=chxRP4F1
813,813,GCF_002088335.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=chxRP4D10
813,813,GCF_002088355.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=chxRP1H1
813,813,GCF_002776745.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ32
813,813,GCF_002776795.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ29
813,813,GCF_002776845.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ20
813,813,GCF_002776885.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ24
813,813,GCF_002776955.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ09
813,813,GCF_002776975.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ10
813,813,GCF_002776995.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ12
813,813,GCF_002777015.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ14
813,813,GCF_002777035.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ01
813,813,GCF_002777055.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ02
813,813,GCF_002777075.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ05
813,813,GCF_002777095.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ25
813,813,GCF_002777135.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ15
813,813,GCF_002777155.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=SQ19
813,813,GCF_004135145.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=tet9
813,813,GCF_018336255.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=L2/Hefty/ct350::Tn
813,813,GCF_018336275.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=L2/Hefty/ct732::Tn
813,813,GCF_018336295.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=L2/Hefty/ct054::Tn
813,813,GCF_018336315.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=L2/Hefty/ct404::Tn
813,813,GCF_018337015.1,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,strain=L2/Hefty/ct590::Tn
817,817,GCF_000710365.2,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=DCMSKEJBY0001B
817,817,GCF_000710375.2,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=DCMOUH0017B
817,817,GCF_000724665.2,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=DCMOUH0018B
817,817,GCF_000724795.2,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=DCMOUH0042B
817,817,GCF_000724805.2,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=DCMOUH0067B
817,817,GCF_000724815.2,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=DCMOUH0085B
817,817,GCF_000965785.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=BOB25
817,817,GCF_001286525.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=BE1
817,817,GCF_001682215.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=S14
817,817,GCF_002849695.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=Q1F2
817,817,GCF_005706655.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=CCUG4856T
817,817,GCF_008369705.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=GUT04
817,817,GCF_013267555.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=FDAARGOS_763
817,817,GCF_016864615.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=DK1985
817,817,GCF_016889925.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,strain=FDAARGOS_1225
818,818,GCF_001314975.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,strain=7330
818,818,GCF_014131755.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,strain=DSM 2079
818,818,GCF_018291825.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,strain=CL06T03C18
820,820,GCF_006742345.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,strain=NBRC 113350
821,821,GCF_008728395.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,strain=VIC01
823,823,GCF_006149185.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,strain=CavFT-hAR46
823,823,GCF_006739545.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,strain=NBRC 113806
823,823,GCF_012851305.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,strain=CBBP-1
823,823,GCF_013267615.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,strain=FDAARGOS_759
823,823,GCF_016888905.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,strain=FDAARGOS_1234
824,824,GCF_001190745.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter gracilis,strain=ATCC 33236
827,827,GCF_013372225.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter ureolyticus,strain=LMG 6451
837,837,GCF_001263815.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=A7436
837,837,GCF_002753935.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 3131
837,837,GCF_002753955.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2799
837,837,GCF_002753975.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2801
837,837,GCF_002754015.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2802
837,837,GCF_002754035.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2803
837,837,GCF_002754055.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2804
837,837,GCF_002754075.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2805
837,837,GCF_002754095.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 3001
837,837,GCF_002754115.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2796
837,837,GCF_002754135.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2798
837,837,GCF_002754155.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=KCOM 2800
837,837,GCF_002892555.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=TDC 60
837,837,GCF_002892595.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=W83
837,837,GCF_018141745.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=LyG-2
837,837,GCF_018141765.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=LyG-1
837,837,GCF_018141805.1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,strain=GMU202011
844,844,GCF_900637325.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,strain=NCTC11488
847,847,GCF_002127965.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes,strain=HC-1
847,847,GCF_007833235.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes,strain=SSYG-15
851,851,GCF_013137915.1,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,strain=Fn12230
851,851,GCF_902381645.1,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,
853,853,GCF_002586945.1,Bacteria,,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,strain=Indica
853,853,GCF_002734145.1,Bacteria,,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,strain=A2165
853,853,GCF_003293635.1,Bacteria,,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,strain=942/30-2
853,853,GCF_003312465.1,Bacteria,,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,strain=APC918/95b
853,853,GCF_902388275.1,Bacteria,,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,
856,856,GCF_002356455.1,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium,strain=Fv113-g1
856,856,GCF_900637705.1,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium,strain=NCTC10560
859,859,GCF_003812825.1,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium necrophorum,strain=FDAARGOS_565
860,860,GCF_003019755.1,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium periodonticum,strain=2_1_31
861,861,GCF_003019675.1,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans,strain=ATCC 49185
861,861,GCF_900478315.1,Bacteria,,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans,strain=NCTC12112
865,865,GCF_014076555.1,Bacteria,,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,Pectinatus frisingensis,strain=MB139
876,876,GCF_004801255.1,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans,strain=IC1
876,876,GCF_017815575.1,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans,strain=L4
882,881,GCF_000195755.1,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,strain=Hildenborough
883,881,GCF_000021385.1,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,strain=Miyazaki F
897,897,GCF_001854245.1,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus multivorans,strain=DSM 2059
897,897,GCF_002009335.2,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus multivorans,strain=DSM 2059
901,901,GCF_900116045.1,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,strain=FI11049
907,907,GCF_003006415.1,Bacteria,,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,strain=NCIMB702410
920,920,GCF_013462805.1,Bacteria,,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,strain=YNTRS-40
926,926,GCF_002028405.1,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas intermedia,strain=ATCC 15466
944,944,GCF_002879995.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia canis,strain=YZ-1
955,955,GCF_002374845.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,strain=wAlbB-HN2016
955,955,GCF_002379145.2,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,strain=wAlbB-FL2016
955,955,GCF_007971685.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,strain=wMel_N25
955,955,GCF_007972595.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,strain=wMel_I23
955,955,GCF_007972745.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,strain=wMel_ZH26
955,955,GCF_009732755.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,strain=wIrr
955,955,GCF_017604245.1,Bacteria,,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis,strain=wCin2USA1
959,959,GCF_000691605.1,Bacteria,,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,strain=109J
959,959,GCF_002208115.1,Bacteria,,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,strain=SSB218315
